Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Renin secretion_Homo sapiens_hsa04924	2/64	0.48722477542083997281707752335933037102222442626953125	0.71451253163232220089184920652769505977630615234375	0.548127115862489855402372995740734040737152099609375	0.8028583651661229669826980170910246670246124267578125	3.729236796745635	-2.6814320569953707	ACE;ADRB1
Retinol metabolism_Homo sapiens_hsa00830	2/65	0.495409681988939698538132461180794052779674530029296875	0.71451253163232220089184920652769505977630615234375	0.55632035732198048538776902205427177250385284423828125	0.8028583651661229669826980170910246670246124267578125	3.8668845858910466	-2.7159845708770227	CYP26B1;BCO1
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961	3/47	0.11719733169629416302814917116847936995327472686767578125	0.39467924938899068276754178441478870809078216552734375	0.1590850171372195920316272577110794372856616973876953125	0.5562385618992997660114951941068284213542938232421875	1.2816200046946968	-2.747660218428466	KLK1;ATP1A2;PTH1R
mTOR signaling pathway_Homo sapiens_hsa04150	2/60	0.453675042504469938631217473812284879386425018310546875	0.71451253163232220089184920652769505977630615234375	0.514314480341194979473584680818021297454833984375	0.8028583651661229669826980170910246670246124267578125	3.524525329882678	-2.7856935448090887	ULK1;PIK3R1
Long-term depression_Homo sapiens_hsa04730	2/60	0.453675042504469938631217473812284879386425018310546875	0.71451253163232220089184920652769505977630615234375	0.514314480341194979473584680818021297454833984375	0.8028583651661229669826980170910246670246124267578125	3.5406551739522385	-2.7984421558411583	NRAS;MAP2K2
Arachidonic acid metabolism_Homo sapiens_hsa00590	3/62	0.2093411199605251515887260893578059040009975433349609375	0.52680347770285995689931723973131738603115081787109375	0.266764706676863527778920115451910533010959625244140625	0.6721705097162580244685159414075314998626708984375	1.8087097933112304	-2.8284426577626305	GPX3;PTGES3;GGT1
Colorectal cancer_Homo sapiens_hsa05210	2/62	0.470609171944108062302092321260715834796428680419921875	0.71451253163232220089184920652769505977630615234375	0.53142717821099128006068212926038540899753570556640625	0.8028583651661229669826980170910246670246124267578125	3.7866910300443544	-2.8541324551790446	CCND1;PIK3R1
Ether lipid metabolism_Homo sapiens_hsa00565	1/45	0.686943002222770271458784918650053441524505615234375	0.81759319684896436530863184088957495987415313720703125	0.725210574656580231334146446897648274898529052734375	0.8678602274965256935246316061238758265972137451171875	7.698080233065811	-2.890659584189406	PLD3
Histidine metabolism_Homo sapiens_hsa00340	3/24	0.0222997127997462719906085482080015935935080051422119140625	0.1604646473904884629302358689528773538768291473388671875	0.037252900133620071854156918789158225990831851959228515625	0.275190778406419200852184303585090674459934234619140625	0.762213633975505	-2.8988367761840568	UROC1;CNDP1;CNDP2
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923	2/56	0.41890484456260701495722287290845997631549835205078125	0.68520863860597869265944837025017477571964263916015625	0.478885226505063155144625852699391543865203857421875	0.78331940621185325301922830476542003452777862548828125	3.46164798962692	-3.012019676726919	ADRB1;PIK3R1
Vasopressin-regulated water reabsorption_Homo sapiens_hsa04962	1/44	0.6787491414158959290858774693333543837070465087890625	0.8137882376138227957795834299759007990360260009765625	0.717359448232517848964562290348112583160400390625	0.8678602274965256935246316061238758265972137451171875	7.953146417949895	-3.081873446347181	CREB3
ABC transporters_Homo sapiens_hsa02010	1/44	0.6787491414158959290858774693333543837070465087890625	0.8137882376138227957795834299759007990360260009765625	0.717359448232517848964562290348112583160400390625	0.8678602274965256935246316061238758265972137451171875	7.986825832421994	-3.094924343148957	ABCC3
Glycerolipid metabolism_Homo sapiens_hsa00561	2/59	0.44509246044548966825260549740050919353961944580078125	0.71451253163232220089184920652769505977630615234375	0.50560577147179142087907166569493710994720458984375	0.8028583651661229669826980170910246670246124267578125	3.862121974748864	-3.1262843963489555	PNLIPRP1;LPL
Glutathione metabolism_Homo sapiens_hsa00480	3/52	0.14603250409701351575364469681517221033573150634765625	0.434304460236572709153080040778149850666522979736328125	0.1935114269431335021209861224633641541004180908203125	0.59696250566578701324260691762901842594146728515625	1.6307459245446296	-3.1374345672026434	GPX3;ODC1;GGT1
Aminoacyl-tRNA biosynthesis_Homo sapiens_hsa00970	2/66	0.50351106129785760945338779492885805666446685791015625	0.71451253163232220089184920652769505977630615234375	0.56440831787455569834577318033552728593349456787109375	0.8028583651661229669826980170910246670246124267578125	4.589932014147129	-3.149380007505601	EPRS;FARSB
Fanconi anemia pathway_Homo sapiens_hsa03460	3/53	0.15205643598877205402430945468950085341930389404296875	0.438812254898005793535276097827591001987457275390625	0.2006103477219921271679226038031629286706447601318359375	0.59696250566578701324260691762901842594146728515625	1.6885712828928188	-3.180429984897583	RAD51C;HES1;FANCF
Porphyrin and chlorophyll metabolism_Homo sapiens_hsa00860	1/42	0.66171374629887147467144359325175173580646514892578125	0.81366456946892551371774970903061330318450927734375	0.70098140938898201302009738355991430580615997314453125	0.8678602274965256935246316061238758265972137451171875	8.488004602672861	-3.504885737549683	EPRS
Starch and sucrose metabolism_Homo sapiens_hsa00500	2/56	0.41890484456260701495722287290845997631549835205078125	0.68520863860597869265944837025017477571964263916015625	0.478885226505063155144625852699391543865203857421875	0.78331940621185325301922830476542003452777862548828125	4.174721115897644	-3.6324727943485287	TREH;GAA
Primary immunodeficiency_Homo sapiens_hsa05340	1/37	0.61507641714954874867515854930388741195201873779296875	0.782513886262481417332992350566200911998748779296875	0.65578705103328760461778301760205067694187164306640625	0.83896779154537914902078910017735324800014495849609375	8.219063109622134	-3.994536697942588	ZAP70
Pyruvate metabolism_Homo sapiens_hsa00620	1/40	0.643776861111387876945855168742127716541290283203125	0.80122228910058590489740026896470226347446441650390625	0.68365936303176211286114494214416481554508209228515625	0.86020875897952475686025763934594579041004180908203125	9.120293413769396	-4.016605509447162	GLO1
Regulation of autophagy_Homo sapiens_hsa04140	1/39	0.63445557911938266215656767599284648895263671875	0.79393621649365375692042334776488132774829864501953125	0.67462754283366255236842334852553904056549072265625	0.85353429452435758406636523432098329067230224609375	9.25098455283157	-4.209086992532997	ULK1
Cocaine addiction_Homo sapiens_hsa05030	2/49	0.3555379358939931844219017875730060040950775146484375	0.61977311742317786613654106986359693109989166259765625	0.4132985977904268803939658027957193553447723388671875	0.73941702260943553692840168878319673240184783935546875	4.142324829623509	-4.283674722132399	CREB3;ATF4
Carbohydrate digestion and absorption_Homo sapiens_hsa04973	2/45	0.31821926430859848178300808285712264478206634521484375	0.59724828303064658729937264070031233131885528564453125	0.374041734893782285009677934795035980641841888427734375	0.71379631075563454434274035520502366125583648681640625	3.9746397419231845	-4.551020627251423	ATP1A2;PIK3R1
Nucleotide excision repair_Homo sapiens_hsa03420	2/47	0.336957462262555740295510986470617353916168212890625	0.61977311742317786613654106986359693109989166259765625	0.393812962866151805574332911419332958757877349853515625	0.7257908561714538908660188099020160734653472900390625	4.2136847130869635	-4.583640253097315	POLE3;GTF2H5
Basal transcription factors_Homo sapiens_hsa03022	2/45	0.31821926430859848178300808285712264478206634521484375	0.59724828303064658729937264070031233131885528564453125	0.374041734893782285009677934795035980641841888427734375	0.71379631075563454434274035520502366125583648681640625	4.05516581122637	-4.643224154168545	GTF2F1;GTF2H5
DNA replication_Homo sapiens_hsa03030	1/36	0.60500568449531255676987484548590146005153656005859375	0.774001685750986379019877858809195458889007568359375	0.6459636784813238552516168056172318756580352783203125	0.83573831848713642234116605322924442589282989501953125	9.659023022117557	-4.853827378398216	POLE3
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	2/39	0.261432276966638010851085027752560563385486602783203125	0.55880264486153630176801243578665889799594879150390625	0.313354735077104595841746004225569777190685272216796875	0.6966818867248247837409280691645108163356781005859375	3.6891334360112484	-4.949267665014319	ATP1A2;PIK3R1
Pentose and glucuronate interconversions_Homo sapiens_hsa00040	1/36	0.60500568449531255676987484548590146005153656005859375	0.774001685750986379019877858809195458889007568359375	0.6459636784813238552516168056172318756580352783203125	0.83573831848713642234116605322924442589282989501953125	10.057920463468465	-5.054280293518979	SORD
Cysteine and methionine metabolism_Homo sapiens_hsa00270	2/45	0.31821926430859848178300808285712264478206634521484375	0.59724828303064658729937264070031233131885528564453125	0.374041734893782285009677934795035980641841888427734375	0.71379631075563454434274035520502366125583648681640625	4.486819408354209	-5.137473835123411	MAT2A;MAT1A
Galactose metabolism_Homo sapiens_hsa00052	1/30	0.5388132169968427032102908924571238458156585693359375	0.7258130981898645028849159643868915736675262451171875	0.580883030472595596194196332362480461597442626953125	0.8028583651661229669826980170910246670246124267578125	8.387754178303007	-5.186872307820508	GAA
Base excision repair_Homo sapiens_hsa03410	1/33	0.5731882083733326194163737454800866544246673583984375	0.75005771267138954261355365815688855946063995361328125	0.61478844904370022472761547760455869138240814208984375	0.8158470883637918280584244712372310459613800048828125	9.456514745757712	-5.262939637124383	POLE3
Prion diseases_Homo sapiens_hsa05020	2/35	0.22355013097914888664519139638287015259265899658203125	0.543801666794213378608446873840875923633575439453125	0.272179704407124578580123852589167654514312744140625	0.67325244381828552864277526168734766542911529541015625	3.528591761072545	-5.286252443775997	MAP2K2;C9
Pentose phosphate pathway_Homo sapiens_hsa00030	1/29	0.5267515546664618408811975314165465533733367919921875	0.71451253163232220089184920652769505977630615234375	0.56893399365820884749922470291494391858577728271484375	0.8028583651661229669826980170910246670246124267578125	8.350164505036636	-5.352674847222409	H6PD
Fat digestion and absorption_Homo sapiens_hsa04975	2/41	0.280414982118403266486694747072760947048664093017578125	0.57334849022423528541736459374078549444675445556640625	0.3337738778643719594896310809417627751827239990234375	0.70772424102723319183638750473619438707828521728515625	4.264541742572777	-5.422299552663841	PNLIPRP1;APOA4
Dorso-ventral axis formation_Homo sapiens_hsa04320	1/27	0.50167557219025604720030742100789211690425872802734375	0.71451253163232220089184920652769505977630615234375	0.54400963685239178690977723817923106253147125244140625	0.8028583651661229669826980170910246670246124267578125	8.002402610327813	-5.520070434545954	NOTCH2
Mucin type O-Glycan biosynthesis_Homo sapiens_hsa00512	1/31	0.55056805287545296234696934334351681172847747802734375	0.737310433382916574629462047596462070941925048828125	0.592502461629147436639186707907356321811676025390625	0.8028583651661229669826980170910246670246124267578125	9.862950741168685	-5.886255460189174	GALNT3
RNA polymerase_Homo sapiens_hsa03020	1/32	0.562023852436187798531364023801870644092559814453125	0.74386808071095333882993827501195482909679412841796875	0.6038013344497656920140116199036128818988800048828125	0.81335591522939021391636060798191465437412261962890625	10.485027338167578	-6.041587961017586	POLR3D
Fructose and mannose metabolism_Homo sapiens_hsa00051	2/32	0.1954382671348195155136551193209015764296054840087890625	0.5144294617686628878772125972318463027477264404296875	0.2412265523065084960041559725141269154846668243408203125	0.65762952950226727377724955658777616918087005615234375	3.8379427350518656	-6.26548265216726	SORD;KHK
Glyoxylate and dicarboxylate metabolism_Homo sapiens_hsa00630	1/28	0.51437507320596431714676555202458985149860382080078125	0.71451253163232220089184920652769505977630615234375	0.55664604992187938226066989955143071711063385009765625	0.8028583651661229669826980170910246670246124267578125	9.482143461784013	-6.303753297278485	PGP
Homologous recombination_Homo sapiens_hsa03440	1/29	0.5267515546664618408811975314165465533733367919921875	0.71451253163232220089184920652769505977630615234375	0.56893399365820884749922470291494391858577728271484375	0.8028583651661229669826980170910246670246124267578125	9.855874067124006	-6.3178742388446905	RAD51C
Nicotinate and nicotinamide metabolism_Homo sapiens_hsa00760	1/29	0.5267515546664618408811975314165465533733367919921875	0.71451253163232220089184920652769505977630615234375	0.56893399365820884749922470291494391858577728271484375	0.8028583651661229669826980170910246670246124267578125	10.103853225232342	-6.476835394812486	NNMT
Butanoate metabolism_Homo sapiens_hsa00650	1/28	0.51437507320596431714676555202458985149860382080078125	0.71451253163232220089184920652769505977630615234375	0.55664604992187938226066989955143071711063385009765625	0.8028583651661229669826980170910246670246124267578125	9.984535916872291	-6.6377450901736665	OXCT1
SNARE interactions in vesicular transport_Homo sapiens_hsa04130	2/34	0.2141378922048769728458950112326419912278652191162109375	0.53301714472735672867287348708487115800380706787109375	0.26185583666533840396795085325720719993114471435546875	0.6721705097162580244685159414075314998626708984375	4.311397716270429	-6.644446416874629	BET1L;VTI1B
beta-Alanine metabolism_Homo sapiens_hsa00410	2/31	0.1861681406582103848190712369614630006253719329833984375	0.50752981203250213670941093369037844240665435791015625	0.230938531838587757238911990498309023678302764892578125	0.6371677565185132063874107188894413411617279052734375	4.00516306418179	-6.733099779499312	CNDP1;CNDP2
Proximal tubule bicarbonate reclamation_Homo sapiens_hsa04964	2/23	0.115234737066878867306485290100681595504283905029296875	0.39424786501417674600133977946825325489044189453125	0.1506249860693318065596457699939492158591747283935546875	0.5539180977563022967302686083712615072727203369140625	3.333910024956739	-7.203859569837435	ATP1A2;SLC4A4
Collecting duct acid secretion_Homo sapiens_hsa04966	1/27	0.50167557219025604720030742100789211690425872802734375	0.71451253163232220089184920652769505977630615234375	0.54400963685239178690977723817923106253147125244140625	0.8028583651661229669826980170910246670246124267578125	11.094887006280837	-7.653271238684914	ATP6V1F
Maturity onset diabetes of the young_Homo sapiens_hsa04950	1/26	0.488644638029928246591993001857190392911434173583984375	0.71451253163232220089184920652769505977630615234375	0.53101492365507574344718477732385508716106414794921875	0.8028583651661229669826980170910246670246124267578125	10.815491447490363	-7.745187196822754	HES1
Vitamin digestion and absorption_Homo sapiens_hsa04977	1/24	0.461553716558619431253873699461109936237335205078125	0.71451253163232220089184920652769505977630615234375	0.50390988652230428446188170710229314863681793212890625	0.8028583651661229669826980170910246670246124267578125	11.11084707756144	-8.590427374389739	APOA4
Renin-angiotensin system_Homo sapiens_hsa04614	2/23	0.115234737066878867306485290100681595504283905029296875	0.39424786501417674600133977946825325489044189453125	0.1506249860693318065596457699939492158591747283935546875	0.5539180977563022967302686083712615072727203369140625	4.476807705759301	-9.673414636879587	ACE;KLK1
Steroid biosynthesis_Homo sapiens_hsa00100	1/20	0.402999490432012830165575678620371036231517791748046875	0.6687455312241372684667339854058809578418731689453125	0.444936065995674312478769252265919931232929229736328125	0.766092925661725043795513556688092648983001708984375	10.831626455116341	-9.843998554260708	DHCR7
Other glycan degradation_Homo sapiens_hsa00511	2/18	0.0756325597262344218041363319571246393024921417236328125	0.32535442787598112257541060898802243173122406005859375	0.10413776319201493991695173235711990855634212493896484375	0.50151357225148063267994302805163897573947906494140625	4.063740851136897	-10.492044106833958	MAN2B2;FUCA1
Phenylalanine metabolism_Homo sapiens_hsa00360	1/17	0.354950602051343155896034886609413661062717437744140625	0.61977311742317786613654106986359693109989166259765625	0.39617404812852285989066558613558299839496612548828125	0.7257908561714538908660188099020160734653472900390625	11.725025113146739	-12.144507213397558	GLYAT
Primary bile acid biosynthesis_Homo sapiens_hsa00120	1/17	0.354950602051343155896034886609413661062717437744140625	0.61977311742317786613654106986359693109989166259765625	0.39617404812852285989066558613558299839496612548828125	0.7257908561714538908660188099020160734653472900390625	11.743304340309445	-12.163440410042393	CYP8B1
Folate biosynthesis_Homo sapiens_hsa00790	1/14	0.303042759127232164129139846409088931977748870849609375	0.58735051227892209890768526747706346213817596435546875	0.343151712280934495513662341181770898401737213134765625	0.71379631075563454434274035520502366125583648681640625	12.438657110786366	-14.850280920208828	GCH1
Glycosphingolipid biosynthesis - ganglio series_Homo sapiens_hsa00604	1/15	0.320792745907290510753995249615400098264217376708984375	0.59724828303064658729937264070031233131885528564453125	0.36132141053615829395795344680664129555225372314453125	0.71379631075563454434274035520502366125583648681640625	14.171023312197846	-16.111886888285213	B4GALNT1
Synthesis and degradation of ketone bodies_Homo sapiens_hsa00072	1/10	0.227291424966648836214488937912392430007457733154296875	0.543801666794213378608446873840875923633575439453125	0.26518373002236728108726993013988249003887176513671875	0.6721705097162580244685159414075314998626708984375	14.077695328169654	-20.85641920167358	OXCT1
Taurine and hypotaurine metabolism_Homo sapiens_hsa00430	1/11	0.24696669583667330005738449472119100391864776611328125	0.543801666794213378608446873840875923633575439453125	0.285498878363468600038999056778266094624996185302734375	0.68103378276285742032314374228008091449737548828125	15.097497475784756	-21.113877185744286	GGT1
Cyanoamino acid metabolism_Homo sapiens_hsa00460	1/7	0.1651336253312314372720948085770942270755767822265625	0.46369362740663755406700374805950559675693511962890625	0.2007253840011598289283512031033751554787158966064453125	0.59696250566578701324260691762901842594146728515625	16.694704199086726	-30.06716697615823	GGT1
