Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Vasopressin-regulated water reabsorption_Homo sapiens_hsa04962	1/44	0.6887577076760009742173451741109602153301239013671875	0.99138732094582160403462012254749424755573272705078125	0.69719068059548849891626787211862392723560333251953125	0.992588119968917936830621329136192798614501953125	5.38509486747882	-2.007917316816327	CREB3L3
Proteasome_Homo sapiens_hsa03050	1/44	0.6887577076760009742173451741109602153301239013671875	0.99138732094582160403462012254749424755573272705078125	0.69719068059548849891626787211862392723560333251953125	0.992588119968917936830621329136192798614501953125	5.508238669674133	-2.0538334202409514	PSMD3
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	1/39	0.6445667567673096787217446035356260836124420166015625	0.99138732094582160403462012254749424755573272705078125	0.65407640245642806320347517612390220165252685546875	0.992588119968917936830621329136192798614501953125	5.002708861558449	-2.197074083419593	KRAS
Fat digestion and absorption_Homo sapiens_hsa04975	1/41	0.66294868542225648955223960001603700220584869384765625	0.99138732094582160403462012254749424755573272705078125	0.6720099113244148991697102246689610183238983154296875	0.992588119968917936830621329136192798614501953125	5.591841832833779	-2.298569582986118	SCARB1
Porphyrin and chlorophyll metabolism_Homo sapiens_hsa00860	1/42	0.6717806829138603941231622229679487645626068115234375	0.99138732094582160403462012254749424755573272705078125	0.6806267554654377160971989724203012883663177490234375	0.992588119968917936830621329136192798614501953125	5.7950043028793825	-2.3053880623502567	HMBS
Tryptophan metabolism_Homo sapiens_hsa00380	1/40	0.65387949586366789223035311806597746908664703369140625	0.99138732094582160403462012254749424755573272705078125	0.66316185039840391812759889944572933018207550048828125	0.992588119968917936830621329136192798614501953125	5.754939926938621	-2.444883799188472	TDO2
Pyruvate metabolism_Homo sapiens_hsa00620	1/40	0.65387949586366789223035311806597746908664703369140625	0.99138732094582160403462012254749424755573272705078125	0.66316185039840391812759889944572933018207550048828125	0.992588119968917936830621329136192798614501953125	6.031137551407525	-2.562221444065954	LDHD
Prion diseases_Homo sapiens_hsa05020	1/35	0.60474710579700718948714666112209670245647430419921875	0.99138732094582160403462012254749424755573272705078125	0.61523151387723296057430388827924616634845733642578125	0.992588119968917936830621329136192798614501953125	5.380438046041707	-2.7060639572768888	C1QC
African trypanosomiasis_Homo sapiens_hsa05143	1/35	0.60474710579700718948714666112209670245647430419921875	0.99138732094582160403462012254749424755573272705078125	0.61523151387723296057430388827924616634845733642578125	0.992588119968917936830621329136192798614501953125	5.418329260108052	-2.725121150725633	IL18
Pentose phosphate pathway_Homo sapiens_hsa00030	1/29	0.53651783447150336314734886400401592254638671875	0.99138732094582160403462012254749424755573272705078125	0.548685351626237771682781385607086122035980224609375	0.992588119968917936830621329136192798614501953125	4.850994306731267	-3.02049816527807	TALDO1
Other types of O-glycan biosynthesis_Homo sapiens_hsa00514	1/31	0.56047588215509602793673593623680062592029571533203125	0.99138732094582160403462012254749424755573272705078125	0.57205037562136096251919070709845982491970062255859375	0.992588119968917936830621329136192798614501953125	5.32119949350966	-3.080809903720842	POMGNT1
Dorso-ventral axis formation_Homo sapiens_hsa04320	1/27	0.5112564884548180810242001825827173888683319091796875	0.99138732094582160403462012254749424755573272705078125	0.5240518059489731594879913245677016675472259521484375	0.992588119968917936830621329136192798614501953125	4.650896785367685	-3.1202116824817563	KRAS
Propanoate metabolism_Homo sapiens_hsa00640	1/32	0.57198728047549296515938976881443522870540618896484375	0.99138732094582160403462012254749424755573272705078125	0.58327763342332605844831050490029156208038330078125	0.992588119968917936830621329136192798614501953125	5.804114125040802	-3.2424017524706867	BCKDHA
beta-Alanine metabolism_Homo sapiens_hsa00410	1/31	0.56047588215509602793673593623680062592029571533203125	0.99138732094582160403462012254749424755573272705078125	0.57205037562136096251919070709845982491970062255859375	0.992588119968917936830621329136192798614501953125	6.078227449195317	-3.5191056725817176	SRM
Glyoxylate and dicarboxylate metabolism_Homo sapiens_hsa00630	1/28	0.5240544084483502729199244640767574310302734375	0.99138732094582160403462012254749424755573272705078125	0.5365313401862892295213214310933835804462432861328125	0.992588119968917936830621329136192798614501953125	5.609967766743697	-3.6249354657920563	SHMT2
RNA polymerase_Homo sapiens_hsa03020	1/32	0.57198728047549296515938976881443522870540618896484375	0.99138732094582160403462012254749424755573272705078125	0.58327763342332605844831050490029156208038330078125	0.992588119968917936830621329136192798614501953125	6.553422115216769	-3.6609940627088604	POLR2A
Protein export_Homo sapiens_hsa03060	1/23	0.45653704702424369177293783650384284555912017822265625	0.99138732094582160403462012254749424755573272705078125	0.47070154618806014923393377102911472320556640625	0.992588119968917936830621329136192798614501953125	4.9802838068069	-3.9049679589812087	IMMP1L
Glycosaminoglycan biosynthesis - heparan sulfate / heparin_Homo sapiens_hsa00534	1/24	0.470764965354427911137236151262186467647552490234375	0.99138732094582160403462012254749424755573272705078125	0.484572205409997514014008856975124217569828033447265625	0.992588119968917936830621329136192798614501953125	5.350169264061658	-4.030797842946355	XYLT2
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate_Homo sapiens_hsa00532	1/20	0.411521619756944734280779130131122656166553497314453125	0.99138732094582160403462012254749424755573272705078125	0.426822377169566724575133775942958891391754150390625	0.992588119968917936830621329136192798614501953125	4.861090399961653	-4.316131645021836	XYLT2
Maturity onset diabetes of the young_Homo sapiens_hsa04950	1/26	0.498115114896173716285687760318978689610958099365234375	0.99138732094582160403462012254749424755573272705078125	0.51123807826246425722871435937122441828250885009765625	0.992588119968917936830621329136192798614501953125	6.31938552999241	-4.404131910379226	HNF1A
Vitamin digestion and absorption_Homo sapiens_hsa04977	1/24	0.470764965354427911137236151262186467647552490234375	0.99138732094582160403462012254749424755573272705078125	0.484572205409997514014008856975124217569828033447265625	0.992588119968917936830621329136192798614501953125	6.2067103546802045	-4.676112749831957	SCARB1
Steroid biosynthesis_Homo sapiens_hsa00100	1/20	0.411521619756944734280779130131122656166553497314453125	0.99138732094582160403462012254749424755573272705078125	0.426822377169566724575133775942958891391754150390625	0.992588119968917936830621329136192798614501953125	5.524045155542074	-4.9047650100382425	DHCR24
Renin-angiotensin system_Homo sapiens_hsa04614	1/23	0.45653704702424369177293783650384284555912017822265625	0.99138732094582160403462012254749424755573272705078125	0.47070154618806014923393377102911472320556640625	0.992588119968917936830621329136192798614501953125	6.440659859512298	-5.050027540943932	ENPEP
Pantothenate and CoA biosynthesis_Homo sapiens_hsa00770	1/18	0.3794625888342031405642273966805078089237213134765625	0.99138732094582160403462012254749424755573272705078125	0.395578149141087298534813498918083496391773223876953125	0.992588119968917936830621329136192798614501953125	5.3094867159210795	-5.144888736685169	AASDHPPT
Folate biosynthesis_Homo sapiens_hsa00790	1/14	0.310020996439136775624234587667160667479038238525390625	0.99138732094582160403462012254749424755573272705078125	0.32791763499945270066149305421276949346065521240234375	0.992588119968917936830621329136192798614501953125	4.530083778225285	-5.305250211622702	FPGS
One carbon pool by folate_Homo sapiens_hsa00670	1/20	0.411521619756944734280779130131122656166553497314453125	0.99138732094582160403462012254749424755573272705078125	0.426822377169566724575133775942958891391754150390625	0.992588119968917936830621329136192798614501953125	6.044975242098974	-5.367295563152402	SHMT2
Glycosphingolipid biosynthesis - ganglio series_Homo sapiens_hsa00604	1/15	0.328076586287270044461905627031228505074977874755859375	0.99138732094582160403462012254749424755573272705078125	0.3455079850793245643814088907674886286258697509765625	0.992588119968917936830621329136192798614501953125	5.002271433267022	-5.575072546385805	B4GALNT1
Selenocompound metabolism_Homo sapiens_hsa00450	1/17	0.362785247331841975704236347155529074370861053466796875	0.99138732094582160403462012254749424755573272705078125	0.37932653187157516772032295193639583885669708251953125	0.992588119968917936830621329136192798614501953125	5.530074009477138	-5.607186605350931	SCLY
Other glycan degradation_Homo sapiens_hsa00511	1/18	0.3794625888342031405642273966805078089237213134765625	0.99138732094582160403462012254749424755573272705078125	0.395578149141087298534813498918083496391773223876953125	0.992588119968917936830621329136192798614501953125	5.860459104334496	-5.678780577279209	MAN2B2
Cyanoamino acid metabolism_Homo sapiens_hsa00460	1/7	0.1693229103727890982877823944363626651465892791748046875	0.99138732094582160403462012254749424755573272705078125	0.1908965262338133961339536881496314890682697296142578125	0.992588119968917936830621329136192798614501953125	3.982515314667635	-7.072738813269221	SHMT2
